user_id,name,age,gender,email,phone,location,preferences,dietary_restrictions,favorite_price_range,past_interactions
d5d8c804-b0a5-42d4-aa35-f2282f13c840,Paula Jones,22,Male,martineztimothy@example.org,734-400-1940,Minneapolis,"Indian, Seafood, French",Vegetarian,$$$$,"[{'restaurant_name': 'Callahan Inc Eatery', 'rating_given': 1.1, 'review': 'Interview pay our employee yet until increase task news.', 'date': datetime.date(2024, 10, 10)}, {'restaurant_name': 'Miller, Hodge and Johnson Diner', 'rating_given': 3.4, 'review': 'Remain unit dark after early shoulder time detail kitchen them Republican wish on.', 'date': datetime.date(2024, 8, 6)}, {'restaurant_name': 'Jenkins, Padilla and Miles Diner', 'rating_given': 2.6, 'review': 'Also step particularly hospital son service where.', 'date': datetime.date(2024, 8, 29)}, {'restaurant_name': 'Carrillo, Smith and Johnson Grill', 'rating_given': 1.8, 'review': 'Know commercial whether reflect order place attorney interview money as science.', 'date': datetime.date(2024, 11, 18)}, {'restaurant_name': 'Yu, Cameron and Delgado Cafe', 'rating_given': 2.0, 'review': 'Trade easy hundred memory these behavior realize grow.', 'date': datetime.date(2024, 5, 26)}]"
de146dba-61a0-4c06-82a0-134bfd06cce1,Lisa White,50,Male,kevin09@example.com,(426)829-4453,Minneapolis,"American, Seafood",Vegan,$$$$,"[{'restaurant_name': 'Garza, Robinson and Stone Eatery', 'rating_given': 1.6, 'review': 'Ten building conference happen foot admit bag floor focus.', 'date': datetime.date(2024, 11, 8)}, {'restaurant_name': 'Morgan-Guerrero Diner', 'rating_given': 4.8, 'review': 'Writer available indeed spend throw future.', 'date': datetime.date(2024, 11, 28)}, {'restaurant_name': 'Peterson, Robinson and Cantu Diner', 'rating_given': 4.0, 'review': 'Writer me power agent as focus individual listen often event poor appear black.', 'date': datetime.date(2024, 3, 22)}, {'restaurant_name': 'Taylor-Galvan Diner', 'rating_given': 4.3, 'review': 'Future prove right know style story.', 'date': datetime.date(2024, 6, 2)}, {'restaurant_name': 'Garcia Group Grill', 'rating_given': 2.6, 'review': 'Weight time generation few part generation.', 'date': datetime.date(2024, 11, 10)}]"
6edd9798-79ed-4e71-8867-5109222924e5,Nicholas Richardson,40,Male,melanie34@example.org,(601)390-2851,Minneapolis,"American, Mexican","Gluten-Free, Keto",$$,"[{'restaurant_name': 'Roth, Miranda and Donovan Bistro', 'rating_given': 4.5, 'review': 'Way member hospital woman often political establish worry.', 'date': datetime.date(2024, 3, 15)}, {'restaurant_name': 'Olsen-Garcia Eatery', 'rating_given': 4.4, 'review': 'Threat figure perform without their heart lay case who region anyone ok experience.', 'date': datetime.date(2024, 3, 27)}, {'restaurant_name': 'Stewart-Collins Diner', 'rating_given': 3.7, 'review': 'Field only soon other idea debate.', 'date': datetime.date(2024, 8, 17)}]"
555f8b3f-a63e-4ecb-949a-046a9bbaf8be,Eric Baxter,29,Non-Binary,alexabyrd@example.org,(849)968-8781x4787,Minneapolis,"Vegan, Mexican, American","None, Vegan",$$$,"[{'restaurant_name': 'Walker-Brown Cafe', 'rating_given': 2.5, 'review': 'Charge audience five finally pass special major leader seem cause.', 'date': datetime.date(2024, 11, 28)}, {'restaurant_name': 'Everett, Jones and Johnson Grill', 'rating_given': 1.9, 'review': 'Computer with finish picture war group beat.', 'date': datetime.date(2024, 10, 19)}]"
fcddf256-3c8e-4c7e-a050-a02d133a6e45,David Becker,52,Female,teresa73@example.net,(787)702-8576,Minneapolis,Indian,"Keto, Vegan",$$,"[{'restaurant_name': 'Rowe-Aguilar Steakhouse', 'rating_given': 4.8, 'review': 'Start far able yard reflect amount method lawyer bill listen almost remember.', 'date': datetime.date(2025, 1, 25)}, {'restaurant_name': 'Johnson, Diaz and Heath Diner', 'rating_given': 1.9, 'review': 'Already however month government goal manage green despite miss.', 'date': datetime.date(2024, 3, 8)}, {'restaurant_name': 'Raymond-Nelson Bistro', 'rating_given': 2.8, 'review': 'Or cost writer third add respond water civil possible structure their.', 'date': datetime.date(2024, 7, 11)}, {'restaurant_name': 'Mahoney-Pierce Diner', 'rating_given': 1.5, 'review': 'Figure college small alone spring how once lead bit above organization policy prove.', 'date': datetime.date(2024, 12, 2)}, {'restaurant_name': 'Welch Group Diner', 'rating_given': 2.7, 'review': 'Must prove group event story far relationship parent company hold local.', 'date': datetime.date(2024, 10, 30)}]"
3820b882-f5bb-4e5e-8911-4cc36497b37a,Stephanie Burgess,43,Non-Binary,bryancurtis@example.com,+1-747-205-8451x732,Minneapolis,"Thai, French, Chinese",Keto,$,"[{'restaurant_name': 'Bell-Parker Cafe', 'rating_given': 1.2, 'review': 'Election relationship learn receive whatever major wish happen little.', 'date': datetime.date(2024, 6, 20)}, {'restaurant_name': 'Simmons and Sons Cafe', 'rating_given': 1.1, 'review': 'Represent reason hope during happy yourself before direction very.', 'date': datetime.date(2024, 12, 5)}, {'restaurant_name': 'Meyers-Murphy Diner', 'rating_given': 3.1, 'review': 'Job news political lose foot point herself scene realize eat.', 'date': datetime.date(2024, 9, 17)}, {'restaurant_name': 'Lowe PLC Grill', 'rating_given': 2.4, 'review': 'Situation use education debate minute stock story.', 'date': datetime.date(2024, 12, 17)}, {'restaurant_name': 'Kelly, Nguyen and Marks Eatery', 'rating_given': 4.6, 'review': 'Item bad answer weight a commercial.', 'date': datetime.date(2024, 9, 7)}]"
19e7c296-102e-4b50-80bc-5ee5d81ee15c,Darren Lee,53,Male,lynn27@example.net,001-959-757-1359,Minneapolis,Seafood,Vegetarian,$$$,"[{'restaurant_name': 'King-Evans Grill', 'rating_given': 4.5, 'review': 'Parent sport nice work think big data get certain still.', 'date': datetime.date(2025, 2, 14)}]"
7e6ec876-8c93-41e6-b5b2-2f0533fcb888,Dan Ho,24,Non-Binary,nsanders@example.com,562-332-6933,Minneapolis,"Italian, French, American","None, Halal",$$$,"[{'restaurant_name': 'Lopez-Woodward Cafe', 'rating_given': 4.9, 'review': 'No couple defense his bag agent coach effect several growth cell.', 'date': datetime.date(2024, 3, 12)}, {'restaurant_name': 'Cruz, Brown and Cunningham Diner', 'rating_given': 4.9, 'review': 'Fact region simply animal hundred impact eye full data risk.', 'date': datetime.date(2024, 6, 28)}, {'restaurant_name': 'Bryant-Schneider Diner', 'rating_given': 2.3, 'review': 'Drop today course mean bank without course player less business.', 'date': datetime.date(2025, 2, 26)}]"
cba4dfc2-567f-44ac-9bcb-57a69d16e1fb,Christina Palmer,37,Male,wendy13@example.org,930.504.8033x79488,Minneapolis,"Indian, French, Vegan",Gluten-Free,$,"[{'restaurant_name': 'Nicholson-Baird Diner', 'rating_given': 4.0, 'review': 'Career go tree some kid prevent report situation also trouble.', 'date': datetime.date(2025, 1, 6)}, {'restaurant_name': 'Rogers Inc Grill', 'rating_given': 4.1, 'review': 'Particular kitchen per again require increase somebody better.', 'date': datetime.date(2024, 12, 30)}]"
8abf2255-6b49-4b97-9836-b5a825d86ac7,Pamela Martinez,23,Male,yparker@example.org,436.674.1483x6888,Minneapolis,Chinese,"Gluten-Free, None",$$$$,"[{'restaurant_name': 'Hicks-Morales Steakhouse', 'rating_given': 1.8, 'review': 'Price them article staff crime rather off detail box.', 'date': datetime.date(2024, 3, 9)}, {'restaurant_name': 'Moreno-Bernard Grill', 'rating_given': 1.4, 'review': 'Produce leader forget impact yard knowledge operation.', 'date': datetime.date(2024, 10, 21)}, {'restaurant_name': 'Fisher Ltd Bistro', 'rating_given': 4.0, 'review': 'Respond alone country garden full staff conference.', 'date': datetime.date(2024, 8, 14)}]"
1d8623d0-4c03-4508-9b67-5f8f101fd9a6,Stacy Martin,48,Non-Binary,cindycook@example.net,001-726-425-0277x292,Minneapolis,"Italian, Indian","Keto, Vegan",$,"[{'restaurant_name': 'Black-Welch Diner', 'rating_given': 1.1, 'review': 'Main may decision discuss challenge bag student win close.', 'date': datetime.date(2024, 5, 26)}, {'restaurant_name': 'Maldonado Group Cafe', 'rating_given': 3.6, 'review': 'Box hard film our success light.', 'date': datetime.date(2024, 11, 14)}, {'restaurant_name': 'Jones, Chandler and Vasquez Steakhouse', 'rating_given': 4.2, 'review': 'As wide power ten market strong green three forget Mr.', 'date': datetime.date(2025, 1, 1)}, {'restaurant_name': 'Flowers Inc Grill', 'rating_given': 2.7, 'review': 'Property relationship impact control behavior a.', 'date': datetime.date(2024, 7, 28)}, {'restaurant_name': 'Coleman, Hammond and Johnson Steakhouse', 'rating_given': 1.4, 'review': 'Friend pressure doctor impact quality city society amount book media maybe himself.', 'date': datetime.date(2024, 12, 18)}]"
36b5bd38-2b3b-4855-8c83-a1a471080856,Joshua Riley,40,Female,ykline@example.org,+1-499-453-3800x26849,Minneapolis,Thai,"None, Vegetarian",$$$$,"[{'restaurant_name': 'Foley and Sons Eatery', 'rating_given': 1.1, 'review': 'Agreement interesting lose sense outside enjoy daughter down wind score recently.', 'date': datetime.date(2024, 11, 5)}, {'restaurant_name': 'Atkins-Diaz Diner', 'rating_given': 3.3, 'review': 'Possible lawyer mouth event anyone standard compare that degree.', 'date': datetime.date(2024, 5, 13)}]"
1c2db023-a9e7-4bbe-9a0d-4d6bade00ca7,Brittney Nicholson,58,Female,barnesryan@example.net,+1-540-902-7130x4195,Minneapolis,"BBQ, French","Halal, Vegan",$$,"[{'restaurant_name': 'Walsh, Harris and Farmer Cafe', 'rating_given': 4.0, 'review': 'Could since civil kind recently someone.', 'date': datetime.date(2024, 6, 28)}, {'restaurant_name': 'Rubio-Wilson Diner', 'rating_given': 4.8, 'review': 'So first police involve around court market must impact.', 'date': datetime.date(2024, 8, 29)}, {'restaurant_name': 'Collins Group Eatery', 'rating_given': 3.3, 'review': 'Break general far person kitchen his drug.', 'date': datetime.date(2024, 6, 24)}, {'restaurant_name': 'Lopez, Yates and Carr Cafe', 'rating_given': 2.3, 'review': 'Chair result raise community without theory.', 'date': datetime.date(2024, 11, 29)}]"
875253fc-f78c-4153-8b73-37c30da415de,Nicole Ramos,58,Non-Binary,zmorris@example.net,5482762670,Minneapolis,"Seafood, Vegan, Chinese",Keto,$$$,"[{'restaurant_name': 'Mays-Monroe Eatery', 'rating_given': 4.6, 'review': 'Wait another small officer environmental affect edge open big blood third.', 'date': datetime.date(2024, 9, 11)}, {'restaurant_name': 'Jordan, Lawrence and Vazquez Eatery', 'rating_given': 4.4, 'review': 'Own create image respond let note.', 'date': datetime.date(2024, 6, 27)}, {'restaurant_name': 'Rojas Group Diner', 'rating_given': 2.2, 'review': 'Per hospital ok decade many north.', 'date': datetime.date(2025, 2, 15)}, {'restaurant_name': 'Morgan Ltd Cafe', 'rating_given': 4.3, 'review': 'Mention thus finally national mission meet.', 'date': datetime.date(2024, 12, 23)}, {'restaurant_name': 'Stevens-Ayala Cafe', 'rating_given': 1.5, 'review': 'Child popular career study impact hand result.', 'date': datetime.date(2024, 4, 24)}]"
e172cb05-acab-4b65-a265-3c8ceac1aba8,Timothy Reynolds,48,Male,antoniosimmons@example.com,288-328-5463,Minneapolis,Seafood,Keto,$$,"[{'restaurant_name': 'Watson-Ruiz Steakhouse', 'rating_given': 3.8, 'review': 'Specific girl majority recent cold three.', 'date': datetime.date(2025, 1, 11)}, {'restaurant_name': 'Anthony Group Bistro', 'rating_given': 4.8, 'review': 'President group line medical so image ever team movement save food knowledge.', 'date': datetime.date(2025, 1, 9)}, {'restaurant_name': 'Mills-Morrison Bistro', 'rating_given': 4.4, 'review': 'Wrong answer green must total unit southern keep.', 'date': datetime.date(2024, 7, 6)}]"
d4b80160-aa01-49f0-87c9-02eb9c13de34,Jennifer Vega,30,Female,frankryan@example.org,583.253.3653x9747,Minneapolis,Thai,"None, Vegetarian",$$$,"[{'restaurant_name': 'White, Smith and Fitzgerald Bistro', 'rating_given': 2.6, 'review': 'Movie skin Republican book you resource.', 'date': datetime.date(2024, 7, 8)}, {'restaurant_name': 'Randall Inc Eatery', 'rating_given': 2.8, 'review': 'Candidate I put rest should state anyone feeling population health indeed.', 'date': datetime.date(2025, 2, 14)}]"
f79d179c-8ede-4470-bc37-e2d3d3a4175e,Linda Fox,47,Female,michael40@example.org,9417699920,Minneapolis,"Thai, Vegan, Seafood","Vegan, Halal",$,"[{'restaurant_name': 'Jackson Group Cafe', 'rating_given': 2.6, 'review': 'Media produce thus education concern wide space.', 'date': datetime.date(2024, 12, 22)}, {'restaurant_name': 'Salazar and Sons Cafe', 'rating_given': 1.1, 'review': 'Total hospital small matter mission wait.', 'date': datetime.date(2024, 11, 2)}]"
4d0e7f86-47bf-4721-bbbe-7086d9cf8c4d,Nathan Russell,63,Male,crodriguez@example.com,833.767.7916,Minneapolis,Vegan,"Gluten-Free, None",$$,"[{'restaurant_name': 'Sullivan LLC Diner', 'rating_given': 4.4, 'review': 'Apply adult father point important figure herself serve trouble I.', 'date': datetime.date(2024, 7, 11)}, {'restaurant_name': 'Mitchell, Williams and Holmes Steakhouse', 'rating_given': 2.4, 'review': 'Unit if six want station across painting several magazine gas recently major.', 'date': datetime.date(2024, 10, 27)}, {'restaurant_name': 'Simmons, Cook and May Bistro', 'rating_given': 3.3, 'review': 'High ahead how country sister doctor join quality list door see reveal.', 'date': datetime.date(2024, 9, 14)}]"
9468a961-9ff3-4f2e-b815-874e109a0f97,Benjamin Anderson,30,Non-Binary,dgallagher@example.org,818.386.8969,Minneapolis,"Thai, Indian",Vegan,$$,"[{'restaurant_name': 'Kim, Reynolds and Shelton Diner', 'rating_given': 4.4, 'review': 'Avoid board power produce cost generation point miss condition eight economy.', 'date': datetime.date(2024, 7, 9)}, {'restaurant_name': 'Shaffer and Sons Bistro', 'rating_given': 4.3, 'review': 'Paper her society another stock wrong student why truth difference travel third tell.', 'date': datetime.date(2024, 10, 17)}, {'restaurant_name': 'Wheeler PLC Cafe', 'rating_given': 4.5, 'review': 'Rise southern matter interesting add team.', 'date': datetime.date(2025, 2, 14)}]"
c32c715a-7093-4463-b5f0-7636bc19bb50,Nathan Sims,58,Male,debrafrench@example.net,(824)659-1482,Minneapolis,"Chinese, Thai, Mexican","Keto, None",$$$$,"[{'restaurant_name': 'Barnes Group Cafe', 'rating_given': 2.3, 'review': 'Fill every remain particular support force fact lawyer say clearly.', 'date': datetime.date(2024, 4, 10)}, {'restaurant_name': 'Melendez, Novak and Bailey Diner', 'rating_given': 1.6, 'review': 'Student house natural spring involve laugh white hair size address.', 'date': datetime.date(2025, 1, 19)}, {'restaurant_name': 'Mclaughlin-Vega Bistro', 'rating_given': 2.4, 'review': 'Expect majority morning him economic themselves lose use ever left.', 'date': datetime.date(2024, 11, 4)}]"
6182bc03-87ae-4937-b386-2bc9358fe0d9,Katherine Carey,59,Non-Binary,robin50@example.net,001-403-865-5957x0615,Minneapolis,"Italian, Indian, Vegan",None,$,"[{'restaurant_name': 'Copeland-Maddox Eatery', 'rating_given': 3.6, 'review': 'Certainly president final low PM woman everybody at senior.', 'date': datetime.date(2024, 6, 22)}, {'restaurant_name': 'Brady Ltd Diner', 'rating_given': 1.9, 'review': 'Worker others recently cell somebody factor well through drive word.', 'date': datetime.date(2024, 3, 26)}, {'restaurant_name': 'Richards, Smith and Chambers Grill', 'rating_given': 5.0, 'review': 'Including measure develop important while the.', 'date': datetime.date(2025, 1, 14)}, {'restaurant_name': 'Newman-Hernandez Eatery', 'rating_given': 1.6, 'review': 'Receive whether real important suddenly else today compare east career push history compare.', 'date': datetime.date(2024, 10, 4)}, {'restaurant_name': 'Rivera-Gallegos Diner', 'rating_given': 2.8, 'review': 'Go wife senior culture marriage democratic throw enjoy all street.', 'date': datetime.date(2024, 8, 10)}]"
a1bd6674-0011-4801-8757-5f8b11082fb0,Kerry Myers,56,Non-Binary,nelsonjessica@example.com,746.930.3113x341,Minneapolis,"Indian, Thai, Mexican",Halal,$$$,"[{'restaurant_name': 'Gonzalez LLC Steakhouse', 'rating_given': 2.9, 'review': 'Despite member until believe partner other dinner next democratic opportunity majority upon decision.', 'date': datetime.date(2024, 9, 27)}, {'restaurant_name': 'Brown, Blackburn and Scott Grill', 'rating_given': 1.0, 'review': 'Power great whose consider health strong property science.', 'date': datetime.date(2024, 4, 23)}]"
2197684a-f461-43cd-b0b3-8b3df1669672,Heather Wade,28,Male,jonesmegan@example.org,001-601-835-1880x229,Minneapolis,"French, Seafood","Keto, Vegan",$$,"[{'restaurant_name': 'Sherman, Gardner and Schmidt Eatery', 'rating_given': 4.6, 'review': 'Before professional blood free station across grow into.', 'date': datetime.date(2024, 5, 27)}, {'restaurant_name': 'Saunders, Horton and Hopkins Diner', 'rating_given': 1.9, 'review': 'Specific pretty hair act sound perform family try again at.', 'date': datetime.date(2024, 7, 9)}, {'restaurant_name': 'Rodriguez LLC Bistro', 'rating_given': 1.9, 'review': 'Understand hundred spend exactly another use.', 'date': datetime.date(2025, 1, 10)}, {'restaurant_name': 'Green Ltd Diner', 'rating_given': 3.5, 'review': 'Phone keep effect really TV forget herself.', 'date': datetime.date(2024, 9, 23)}]"
c942b6b5-acab-4efd-b289-ed2e6fe61c5b,Lynn Smith,48,Male,cheryljohnson@example.org,746.441.1820x7530,Minneapolis,"Thai, Seafood","None, Keto",$$$,"[{'restaurant_name': 'Bowman Group Diner', 'rating_given': 3.2, 'review': 'Interesting six since there effort common leader suggest subject.', 'date': datetime.date(2024, 3, 23)}, {'restaurant_name': 'Gillespie-King Eatery', 'rating_given': 2.7, 'review': 'Really movement begin military computer risk alone radio nor.', 'date': datetime.date(2024, 8, 26)}, {'restaurant_name': 'Coffey-Best Grill', 'rating_given': 1.3, 'review': 'With service yeah fast ahead deep.', 'date': datetime.date(2024, 10, 6)}]"
2a7cf235-fe27-4561-b67c-aadbb7cd23aa,Emily Schmidt,47,Female,andrewcoleman@example.net,239-450-5195,Minneapolis,"Seafood, American",Vegetarian,$,"[{'restaurant_name': 'Perez, Allen and Villanueva Cafe', 'rating_given': 4.7, 'review': 'Use series walk another million pattern company very.', 'date': datetime.date(2024, 9, 27)}]"
6c477c8d-c190-4581-822c-ed769f3a2dd0,Nicholas Diaz,52,Non-Binary,daniel43@example.com,4587621612,Minneapolis,French,Keto,$$$,"[{'restaurant_name': 'Suarez, Greer and Evans Grill', 'rating_given': 3.7, 'review': 'Control leg animal policy practice long network that if resource.', 'date': datetime.date(2025, 2, 13)}, {'restaurant_name': 'Roberts-Clark Diner', 'rating_given': 4.2, 'review': 'Visit large away total outside follow.', 'date': datetime.date(2024, 3, 4)}, {'restaurant_name': 'Carpenter, Walker and Garcia Bistro', 'rating_given': 3.0, 'review': 'Least once stay these learn fund field dog quickly how follow.', 'date': datetime.date(2024, 4, 14)}]"
a00155e0-f42c-4a6d-88fb-02d84d88a410,Jeffrey Carter,64,Male,jillian50@example.net,001-775-535-4454x1683,Minneapolis,"French, American, Mexican",Vegetarian,$,"[{'restaurant_name': 'Sparks LLC Diner', 'rating_given': 2.7, 'review': 'Degree herself item garden fly relate manage story.', 'date': datetime.date(2024, 11, 17)}]"
34b2da85-38d2-444a-857c-3efc8c39ba4e,Albert Villanueva,63,Male,randyjensen@example.com,(318)614-0072,Minneapolis,"Chinese, American, Vegan",Vegan,$$$,"[{'restaurant_name': 'Carr, Baldwin and Haynes Steakhouse', 'rating_given': 3.9, 'review': 'Vote reality exactly bit ago least last.', 'date': datetime.date(2024, 7, 31)}, {'restaurant_name': 'Adams-Flynn Cafe', 'rating_given': 4.7, 'review': 'Behavior soldier perform recently test suggest difficult base especially another brother become home.', 'date': datetime.date(2024, 5, 12)}, {'restaurant_name': 'Maddox, George and Baker Steakhouse', 'rating_given': 3.4, 'review': 'Military degree build game light fact those boy cost.', 'date': datetime.date(2024, 8, 26)}, {'restaurant_name': 'Payne, Zavala and Allen Grill', 'rating_given': 2.4, 'review': 'Off rock Republican seat forget administration read Congress hotel above others.', 'date': datetime.date(2024, 12, 19)}]"
136df55c-fb81-474d-99f8-6d04b33753fa,Sharon Little,30,Male,andrea46@example.com,559.527.8356,Minneapolis,"Italian, French",Vegetarian,$,"[{'restaurant_name': 'Taylor-Davis Diner', 'rating_given': 1.4, 'review': 'Reduce provide receive moment yeah soldier impact mother win second even tell.', 'date': datetime.date(2024, 6, 22)}, {'restaurant_name': 'Williams, Coleman and Smith Cafe', 'rating_given': 4.0, 'review': 'Stop try cover inside answer have as girl decide reality.', 'date': datetime.date(2024, 12, 31)}, {'restaurant_name': 'Jackson, Kennedy and Kennedy Steakhouse', 'rating_given': 1.8, 'review': 'Move benefit prevent within push scientist his chance win body whatever.', 'date': datetime.date(2024, 8, 5)}, {'restaurant_name': 'Rodriguez, Austin and Duarte Steakhouse', 'rating_given': 4.3, 'review': 'Whatever create itself point reflect size power board travel page.', 'date': datetime.date(2024, 12, 6)}]"
